question,gold_answer,KG answer,taxonomy_label,method,source
when did the song push it come out,"March 8, 1987",1986-03-08T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
What are the existing recoilless rifles ?,M18 Recoilless Rifle | SPG-9 | M20 | Breda Folgore | B-10 | 55 S 55 | RCL 3.45 inch Gun | M67 | 95 S 58-61 | LG 40 | LG 42 | M40 | Model 1968 recoilless gun | B-11 | Jagdfaust | M28/M29 Nuclear Recoilless Rifle,"105 mm recoilless rifle|105 mm recoilless rifle (lang:en)
120 mm recoilless rifle|120 mm recoilless rifle (lang:en)
75 mm recoilless rifle|75 mm recoilless rifle (lang:en)
82 mm recoilless rifle|82 mm recoilless rifle (lang:en)
90 mm recoilless rifle|90 mm recoilless rifle (lang:en)
Model 1968 recoilless gun|Model 1968 recoilless gun (lang:en)
Ordnance, RCL, 3.45 in|Ordnance, RCL, 3.45 in (lang:en)
RCL 3.7-inch|RCL 3.7-inch (lang:en)
recoilless personal anti-tank weapon|recoilless personal anti-tank weapon (lang:en)
self-propelled recoilless rifle|self-propelled recoilless rifle (lang:en)",Different answer,LLM-as-a-judge,Qampari_wikitables
Which weapons are of the type carbines ?,"AK-104 | Amogh carbine | Burnside carbine | CETME Model LC carbine | Colt Model 1839 Carbine | De Lisle carbine | G13 carbine | ""Jungle Carbine"" (Lee–Enfield, Rifle No. 5 Mk I) | K31 | Karabiner 98k | M1 carbine | M4 carbine | Maynard carbine | Mosin–Nagant (M1907 Carbine) | Mosin–Nagant (M1938 Carbine) | Mosin–Nagant (M1944 Carbine) | Mosin–Nagant (M1891/59 Carbine) | QBZ-95B | SG 443 Carbine | SKS | Stoner 63/63A Carbine | Swiss Mannlicher M1893 Carbine | Type 44 carbine","Carbine of the galley troops|Carbine of the galley troops (lang:en)
John F. Kennedy assassination rifle|John F. Kennedy assassination rifle (lang:en)
C42 Carbin 6.45mm-E2014|C42 Carbin 6.45mm-E2014 (lang:en)",Different answer,LLM-as-a-judge,Qampari_wikitables
Which european soccer team did David Beckham start his professional career playing on,Manchester United,Paris Saint-Germain FC|Paris Saint-Germain FC (lang:en),Different answer,LLM-as-a-judge,CompMix_infobox
the old man and the sea page count,127,0,Different answer,LLM-as-a-judge,NQ_table
After their 2018 FIFA World Cup win how many wins did France national football team have,2,0,Different answer,LLM-as-a-judge,CompMix_infobox
How many games did the 2013 New York Yankees American League Wild Card team who lost more than 100 games win against their rivals,2,0,Different answer,LLM-as-a-judge,OTT_QA_dev
How many provinces are in the country that has a Malaysian Diplomatic Consulate mission in the city that lies near the mouth of the Kelantan River,76,0,Different answer,LLM-as-a-judge,OTT_QA_dev
Which Colombian Presidents were over 60 years old when entering office,"['Francisco Javier Zaldúa y Racines', 'Manuel Antonio Sanclemente Sanclemente', 'Laureano Gómez Castro', 'José Manuel Marroquín Ricaurte', 'Marco Fidel Suárez', 'Jorge Holguín Mallarino', 'Pedro Nel Ospina Vázquez', 'Alfonso López Michelsen', 'Julio César Turbay Ayala', 'Virgilio Barco Vargas', 'Gustavo Francisco Petro Urrego']","Alfonso López Michelsen|Alfonso López Michelsen (lang:en)
Álvaro Uribe Vélez|Álvaro Uribe Vélez (lang:en)
Carlos Lemos Simmonds|Carlos Lemos Simmonds (lang:en)
Eliseo Payán|Eliseo Payán (lang:en)
Euclídes de Angulo|Euclídes de Angulo (lang:en)
...|...
Marco Fidel Suárez|Marco Fidel Suárez (lang:en)
Pedro Nel Ospina Vázquez|Pedro Nel Ospina Vázquez (lang:en)
Rafael Núñez|Rafael Núñez (lang:en)
Tomás Cipriano de Mosquera|Tomás Cipriano de Mosquera (lang:en)
Virgilio Barco Vargas|Virgilio Barco Vargas (lang:en)",Different answer,LLM-as-a-judge,Monaco_time
Who is the Head coach of the Real Madrid CF?,Carlo Ancelotti,Álvaro Arbeloa|Álvaro Arbeloa (lang:en),Different answer,LLM-as-a-judge,CompMix_table
how many medals did austria win in the 2011 alpine skiing world championships,8,0,Different answer,LLM-as-a-judge,NQ_table
"How many games did the Los Angeles Dodgers win when playing against the Philadelphia Phillies in the 1977, 1978, 2008, and 2009 National League Championship Series",8,0,Different answer,LLM-as-a-judge,Sportsreason_TANQ
when does flash come back on season 4 episode 17,"April 10, 2018",2018-05-03T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
Sort the Formula One seasons won by Lewis Hamilton by the number of races from lowest to highest. What is the number of races in the third season in this sorted list,20,19.0,Different answer,LLM-as-a-judge,Sportsreason_TANQ
when did the movie princess bride come out,"September 25, 1987","1987-09-25T00:00:00Z
1988-10-13T00:00:00Z",Different answer,LLM-as-a-judge,NQ_table
how many players have scored 10000 runs in odi,11,234,Different answer,LLM-as-a-judge,NQ_table
What are the discovered bog bodies ?,Elling Woman | Grauballe Man | Haraldskær Woman | Huldremose Woman | Tollund Man | Kayhausen Boy | Osterby Man | Cashel Man | Gallagh Man | Old Croghan Man | Weerdinge Men | Yde Girl | Lindow Woman | Lindow Man | Cladh Hallan Skeletons,"Röst girl|Röst girl (lang:en)
Peiting Woman|Peiting Woman (lang:en)
Exloërmond Man|Exloërmond Man (lang:en)
Peat dog from Burlage|Peat dog from Burlage (lang:en)
Zweeloo Woman|Zweeloo Woman (lang:en)
...|...
Yde Girl|Yde Girl (lang:en)
Elling Woman|Elling Woman (lang:en)
Girl of the Uchter Moor|Girl of the Uchter Moor (lang:en)
Ballynahatty woman|Ballynahatty woman (lang:en)
Weerdinge Men|Weerdinge Men (lang:en)",Different answer,LLM-as-a-judge,Qampari_wikitables
How many matches has Franz Beckenbauer played for Germany national football team in 1965,3,0,Different answer,LLM-as-a-judge,CompMix_table
How many children did the director of Willy Wonka and the Chocolate Factory have,3,0,Different answer,LLM-as-a-judge,CompMix_infobox
What is the difference in the number of senior premierships won by the Collingwood Football Club compared to the Richmond Football Club in the Australian Football League or Victorian Football League,3,0,Different answer,LLM-as-a-judge,Sportsreason_TANQ
How many World Cup titles the Italy national football team has before winning it again in 2006,3,0,Different answer,LLM-as-a-judge,CompMix_table
Which wars has Jordan been involved in since its independence,"['First Arab–Israeli War (1948–1949)', 'Six-Day War (1967)', 'War of Attrition (1967–1970)', 'Black September (1970–1971)', 'Yom Kippur War (1973)', ""Sa'dah War (2009–2010)"", 'Libyan Civil War (2011)', 'Intervention against ISIS (2014–)', 'Intervention in Yemen (2015–)']","1948 Palestine war|1948 Palestine war (lang:en)
War over Water|War over Water (lang:en)
Six-Day War|Six-Day War (lang:en)
War of Attrition|War of Attrition (lang:en)",Different answer,LLM-as-a-judge,Monaco_time
Return the major ancestry groups of Asian Americans along with the languages and major religions practiced by each group.,"[['Chinese American', 'various varieties of Chinese', '52% Irreligion'], ['Filipino Americans', 'Filipino', 'Christianity'], ['Vietnamese Americans', 'English', 'Buddhism (43%)'], ['Indian Americans', 'Hindi', 'Hinduism'], ['Indian Americans', 'Hindi', 'Christianity'], ['Indian Americans', 'Hindi', 'Islam'], ['Indian Americans', 'Hindi', 'Sikhism'], ['Indian Americans', 'Hindi', 'Other religion'], ['Indian Americans', 'Hindi', 'No religion'], ['Korean Americans', 'English', '61% Protestantism'], ['Korean Americans', 'English', '23% Unaffiliated'], ['Korean Americans', 'English', '10% Roman Catholicism'], ['Korean Americans', 'English', '6% Buddhism'], ['Korean Americans', 'Korean', '61% Protestantism'], ['Korean Americans', 'Korean', '23% Unaffiliated'], ['Korean Americans', 'Korean', '10% Roman Catholicism'], ['Korean Americans', 'Korean', '6% Buddhism'], ['Japanese Americans', 'American English', 'Protestantism'], ['Japanese Americans', 'American English', 'Unaffiliated'], ['Japanese Americans', 'American English', 'Buddhism'], ['Japanese Americans', 'American English', 'Catholicism'], ['Japanese Americans', 'American English', 'Shinto'], ['Japanese Americans', 'Japanese', 'Protestantism'], ['Japanese Americans', 'Japanese', 'Unaffiliated'], ['Japanese Americans', 'Japanese', 'Buddhism'], ['Japanese Americans', 'Japanese', 'Catholicism'], ['Japanese Americans', 'Japanese', 'Shinto']]","Chinese Americans (lang:en)|Putonghua|
Filipino Americans (lang:en)|English, Taglish, Filipino|Christianity, Islam, Catholicism
Indian Americans (lang:en)|English, Hindi|Jainism, Hinduism, Buddhism, Sikhism, Christianity, Islam
Japanese Americans (lang:en)|Japanese|Christianity, Buddhism, Shinto
Korean Americans (lang:en)|Korean, Korean Sign Language|Buddhism, Catholicism, Protestantism
Vietnamese Americans (lang:en)|Vietnamese|Hòa Hảo, Protestantism, Buddhism, Caodaism, Catholicism",Different answer,LLM-as-a-judge,Monaco_non_time
when was the latest version of chrome released,2018-01-22,148.0.7778.47|2026-04-22T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
who got the first arjun award in athletics,Gurbachan Singh Randhawa,Bahadur Singh Chauhan|Bahadur Singh Chauhan (lang:en)|1976-01-01T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
how old is the actress who plays phyllis on y&r,age 44,61,Different answer,LLM-as-a-judge,NQ_table
Neymar is from?,Portuguese,Brazil,Different answer,LLM-as-a-judge,CompMix_table
who is the chief economic advisor of india,Arvind Subramanian,Krishnamurthy Subramanian|Krishnamurthy Subramanian (lang:en),Different answer,LLM-as-a-judge,NQ_table
who is the chief economic advisor of india,Arvind Subramanian,Krishnamurthy Subramanian|Krishnamurthy Subramanian (lang:en),Different answer,LLM-as-a-judge,NQ_table
When was released the song Into You in United States in the format of rhythmic contemporary,"June 28, 2016",2016-05-06T00:00:00Z,Different answer,LLM-as-a-judge,CompMix_table
How many Golden Globe Awards did One Flew Over the Cuckoo's Nest get,6,0,Different answer,LLM-as-a-judge,CompMix_table
How many John le Carré novels featured the character George Smiley after The Spy Who Came in from the Cold,6,0,Different answer,LLM-as-a-judge,CompMix_table
5 cities with the highest population in europe,Istanbul | Moscow | London | Saint Petersburg | Berlin,"London|London (lang:en)|8799728.0
Madrid city|Madrid city (lang:en)|3332035.0
Almaty|Almaty (lang:en)|2228675.0
Warsaw|Warsaw (lang:en)|1862402.0
Barcelona|Barcelona (lang:en)|1731649.0",Different answer,LLM-as-a-judge,NQ_table
"Sort the Boston Red Sox championship series wins by the total attendance of all games played in the series, from highest to lowest. What was the total attendance for the series ranked second in this sorted list",238979,1915 Major League Baseball season (lang:en)|3575289,Different answer,LLM-as-a-judge,Sportsreason_TANQ
when did the broncos win the super bowl,1997 | 1998 | 2015,"1999-01-31T00:00:00Z
1998-01-25T00:00:00Z
2016-02-07T00:00:00Z",Different answer,LLM-as-a-judge,NQ_table
when was the first dark tower book published,1998,1982-06-10T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
On which date was the movie maqbool released in Toronto International Film Festival,10 September 2003,2003-01-30T00:00:00Z,Different answer,LLM-as-a-judge,CompMix_infobox
who is pictured on the 5000 dollar bill,James Madison,Woodrow Wilson|Woodrow Wilson (lang:en),Different answer,LLM-as-a-judge,NQ_table
which French monarchs have reigned for 30 years or more,"['Charles II The Bald', 'Lothair', 'Robert II the Pious', 'Philip I the Amorous', 'Louis VII the Young', 'Philip II Augustus', 'Louis IX the Saint', 'Charles VI the Mad the Beloved', 'Henry VI of England (claimant)', 'Charles VII the Victorious the Well-Served', 'Francis I the Father of Letters', 'Louis XIII the Just', 'Louis XIV the Great the Sun King', 'Louis XV the Beloved']","Louis XIV of France|Louis XIV of France (lang:en)|72
Louis XV of France|Louis XV of France (lang:en)|59
Louis IX of France|Louis IX of France (lang:en)|44
Philip II of France|Philip II of France (lang:en)|43
Charles VI of France|Charles VI of France (lang:en)|42
Charles VII of France|Charles VII of France (lang:en)|39
Francis I of France|Francis I of France (lang:en)|32",Different answer,LLM-as-a-judge,Monaco_non_time
what's the medal count for canada in the olympics,501,0|0|0|0,Different answer,LLM-as-a-judge,NQ_table
What languages are spoken in Scandinavia,"[['Danish', 'German'], ['Norwegian', 'Kven', 'Romani', 'Scandoromani', 'Norwegian Sign Language'], ['Swedish', 'Sámi', 'Finnish', 'Meänkieli', 'Romani', 'Yiddish'], ['Swedish'], ['Faroese', 'Danish'], ['Finnish', 'Swedish', 'Sami', 'Karelian', 'Finnish Kalo', 'Finnish Sign Language', 'Finland-Swedish Sign Language'], ['Icelandic']]","Traveller Danish|Traveller Danish (lang:en)
Southern Sami|Southern Sami (lang:en)
Meänkieli|Meänkieli (lang:en)
Finnish|Finnish (lang:en)
Kalaallisut|Kalaallisut (lang:en)
...|...
Ume Sami|Ume Sami (lang:en)
Yiddish|Yiddish (lang:en)
Swedish|Swedish (lang:en)
Danish|Danish (lang:en)
Norwegian|Norwegian (lang:en)",Different answer,LLM-as-a-judge,Monaco_non_time
what's the biggest nfl stadium in the united states,MetLife Stadium,AT&T Stadium|105000.0|AT&T Stadium (lang:en),Different answer,LLM-as-a-judge,NQ_table
when will the flash season 4 episode 17 come out,"April 10, 2018","2018-04-10T00:00:00Z
2018-08-23T00:00:00Z",Different answer,LLM-as-a-judge,NQ_table
who's playing in the world series and when is it,Houston Astros | Los Angeles Dodgers | October 24 – November 1,"Texas Rangers|Texas Rangers (lang:en)|2023-10-27T00:00:00Z|2023-11-01T00:00:00Z
Arizona Diamondbacks|Arizona Diamondbacks (lang:en)|2023-10-27T00:00:00Z|2023-11-01T00:00:00Z",Different answer,LLM-as-a-judge,NQ_table
What are the different exoplanet search projects ?,ESPRESSO | FINDS Exo-Earths | Geneva Extrasolar Planet Search | HARPS-N | Next-Generation Transit Survey (NGTS) | Optical Gravitational Lensing Experiment (OGLE) | Search for extraterrestrial intelligence (SETI) | Spectro-Polarimetric High-Contrast Exoplanet Research (SPHERE) | SPECULOOS | The Habitable Exoplanet Hunting Project | Trans-Atlantic Exoplanet Survey (TrES),"Anglo-Australian Planet Search|Anglo-Australian Planet Search (lang:en)
HATNet Project|HATNet Project (lang:en)
High Accuracy Radial Velocity Planet Searcher|High Accuracy Radial Velocity Planet Searcher (lang:en)
Next-Generation Transit Survey|Next-Generation Transit Survey (lang:en)
Sagittarius Window Eclipsing Extrasolar Planet Search|Sagittarius Window Eclipsing Extrasolar Planet Search (lang:en)
Transiting Exoplanet Survey Satellite|Transiting Exoplanet Survey Satellite (lang:en)",Different answer,LLM-as-a-judge,Qampari_wikitables
what is the transfer speed for sata 1,"1.5, 3.0, 6.0 and 16 Gbit/s",1.5,Different answer,LLM-as-a-judge,NQ_table
where was held the first session of muslim league,"Dhaka, Bangladesh",Lucknow,Different answer,LLM-as-a-judge,NQ_table
who helped the british in the french and indian war,Iroquois Confederacy,"Cherokee|Cherokee (lang:en)
Edward Braddock|Edward Braddock (lang:en)
Wabanaki Confederacy|Wabanaki Confederacy (lang:en)
Pierre de Rigaud, Marquis de Vaudreuil-Cavagnal|Pierre de Rigaud, Marquis de Vaudreuil-Cavagnal (lang:en)
Algonquin people|Algonquin people (lang:en)
...|...
Catawba people|Catawba people (lang:en)
James Abercrombie|James Abercrombie (lang:en)
Iroquois|Iroquois (lang:en)
Kingdom of France|Kingdom of France (lang:en)
Lenape|Lenape (lang:en)",Different answer,LLM-as-a-judge,NQ_table
"How many games were played at Fenway Park across the 1975 American League Championship Series, the 2013 American League Championship Series, and the 2018 World Series",7,0,Different answer,LLM-as-a-judge,Sportsreason_TANQ
"How many championships were won by the Chinese football club whose home stadium is the Workers ' Stadium with a seating capacity of 66,161",7,0,Different answer,LLM-as-a-judge,OTT_QA_dev
"How many games were played at Fenway Park during the 1975 American League Championship Series, 2013 American League Championship Series, and 2018 World Series",7,0,Different answer,LLM-as-a-judge,Sportsreason_TANQ
"How many games involving the Boston Red Sox took place at Fenway Park across the 2018 World Series, the 2013 American League Championship Series, and the 1975 American League Championship Series",7,0,Different answer,LLM-as-a-judge,Sportsreason_TANQ
"How many games were played at Fenway Park across the 2018 World Series, the 2013 American League Championship Series, and the 1975 American League Championship Series",7,0,Different answer,LLM-as-a-judge,Sportsreason_TANQ
